id,domain,difficulty,question,answer
99,DL,Medium,Where are autoencoders used?,Autoencoders have a wide variety of usage in the real world. The following are some of the popular ones: Adding color to black–white images Removing noise from images Dimensionality reduction Feature removal and variation
100,DL,Medium,What are the types of autoencoders?,There are four main types of autoencoders: Deep autoencoders Convolutional autoencoders Sparse autoencoders Contractive autoencoders
101,DL,Hard,What is a Restricted Boltzmann Machine?,"A Restricted Boltzmann Machine, or RBM for short, is an undirected graphical model that is popularly used in Deep Learning today. It is an algorithm that is used to perform: Dimensionality reduction Regression Classification Collaborative filtering Topic modeling"
102,DL,Easy,What are some of the limitations of Deep Learning?,There are a few disadvantages of Deep Learning as mentioned below: Networks in Deep Learning require a huge amount of data to train well. Deep Learning concepts can be complex to implement sometimes. Achieving a high amount of model efficiency is difficult in many cases. These are some of the vital advanced deep learning interview questions that you have to know about!
103,DL,Medium,What are the variants of gradient descent?,"There are three variants of gradient descent as shown below: Stochastic gradient descent: A single training example is used for the calculation of gradient and for updating parameters. Batch gradient descent: Gradient is calculated for the entire dataset, and parameters are updated at every iteration. Mini-batch gradient descent: Samples are broken down into smaller-sized batches and then worked on as in the case of stochastic gradient descent."
104,DL,Medium,Why is mini-batch gradient descent so popular?,Mini-batch gradient descent is popular as: It is more efficient when compared to stochastic gradient descent. Generalization is done by finding the flat minima. It helps avoid the local minima by allowing the approximation of the gradient for the entire dataset.
105,DL,Hard,What are deep autoencoders?,"Deep autoencoders are an extension of the regular autoencoders. Here, the first layer is responsible for the first-order function execution of the input. The second layer will take care of the second-order functions, and it goes on. Usually, a deep autoencoder is a combination of two or more symmetrical deep-belief networks where: The first five shallow layers consist of the encoding part The other layers take care of the decoding part On the next set of Deep Learning questions, let us look further into the topic."
106,DL,Medium,Why is the Leaky ReLU function used in Deep Learning?,"Leaky ReLU, also called LReL, is used to manage a function to allow the passing of small-sized negative values if the input value to the network is less than zero."
107,DL,Easy,What are some of the examples of supervised learning algorithms in Deep Learning?,There are three main supervised learning algorithms in Deep Learning: Artificial neural networks Convolutional neural networks Recurrent neural networks
108,DL,Easy,What are some of the examples of unsupervised learning algorithms in Deep Learning?,"There are three main unsupervised learning algorithms in Deep Learning: Autoencoders Boltzmann machines Self-organizing maps Next up, let us look at more neural network interview questions that will help you ace the interviews."
109,DL,Hard,Can we initialize the weights of a network to start from zero?,"Yes, it is possible to begin with zero initialization. However, it is not recommended to use because setting up the weights to zero initially will cause all of the neurons to produce the same output and the same gradients when performing backpropagation. This means that the network will not have the ability to learn at all due to the absence of asymmetry between each of the neurons."
110,DL,Medium,What is the meaning of valid padding and same padding in CNN?,"Valid padding: It is used when there is no requirement for padding. The output matrix will have the dimensions (n – f + 1) X (n – f + 1) after convolution. Same padding: Here, padding elements are added all around the output matrix. It will have the same dimensions as the input matrix."
111,DL,Hard,What are some of the applications of transfer learning in Deep Learning?,"Transfer learning is a scenario where a large model is trained on a dataset with a large amount of data and this model is used on simpler datasets, thereby resulting in extremely efficient and accurate neural networks. The popular examples of transfer learning are in the case of: BERT ResNet GPT-2 VGG-16"
112,DL,Hard,How is the transformer architecture better than RNNs in Deep Learning?,"With the use of sequential processing, programmers were up against: The usage of high processing power The difficulty of parallel execution This caused the rise of the transformer architecture. Here, there is a mechanism called attention mechanism, which is used to map all of the dependencies between sentences, thereby making huge progress in the case of NLP models."
113,DL,Hard,What are the steps involved in the working of an LSTM network?,There are three main steps involved in the working of an LSTM network: The network picks up the information that it has to remember and identifies what to forget. Cell state values are updated based on Step 1. The network calculates and analyzes which part of the current state should make it to the output.
114,DL,Easy,What are the elements in TensorFlow that are programmable?,"In TensorFlow, users can program three elements: Constants Variables Placeholders"
115,DL,Easy,What is the meaning of bagging and boosting in Deep Learning?,Bagging is the concept of splitting a dataset and randomly placing it into bags for training the model. Boosting is the scenario where incorrect data points are used to force the model to produce the wrong output. This is used to retrain the model and increase accuracy.
116,DL,Hard,What are generative adversarial networks (GANs)?,"Generative adversarial networks are used to achieve generative modeling in Deep Learning. It is an unsupervised task that involves the discovery of patterns in the input data to generate the output. The generator is used to generate new examples, while the discriminator is used to classify the examples generated by the generator."
117,DL,Hard,Why are generative adversarial networks (GANs) so popular?,"Generative adversarial networks are used for a variety of purposes. In the case of working with images, they have a high amount of traction and efficient working. Creation of art: GANs are used to create artistic images, sketches, and paintings. Image enhancement: They are used to greatly enhance the resolution of the input images. Image translation: They are also used to change certain aspects, such as day to night and summer to winter, in images easily."
118,DL,Medium,Why is it necessary to introduce non-linearities in a neural network?,"Solution: otherwise, we would have a composition of linear functions, which is also a linear function, giving a linear model. A linear model has a much smaller number of parameters, and is therefore limited in the complexity it can model. 2. Describe two ways of dealing with the vanishing gradient problem in a neural network. Solution: Using ReLU activation instead of sigmoid. Using Xavier initialization."
119,DL,Medium,What are some advantages in using a CNN (convolutional neural network) rather than a DNN (dense neural network) in an image classification task?,"Solution: while both models can capture the relationship between close pixels, CNNs have the following properties: It is translation invariant — the exact location of the pixel is irrelevant for the filter. It is less likely to overfit — the typical number of parameters in a CNN is much smaller than that of a DNN. Gives us a better understanding of the model — we can look at the filters’ weights and visualize what the network “learned”. Hierarchical nature — learns patterns in by describing complex patterns using simpler ones. 4. Describe two ways to visualize features of a CNN in an image classification task. Solution: Input occlusion — cover a part of the input image and see which part affect the classification the most. For instance, given a trained image classification model, give the images below as input. If, for instance, we see that the 3rd image is classified with 98% probability as a dog, while the 2nd image only with 65% accuracy, it means that the part covered in the 2nd image is more important. Activation Maximization — the idea is to create an artificial input image that maximize the target response (gradient ascent)."
120,DL,Easy,"Is trying the following learning rates: 0.1,0.2,…,0.5 a good strategy to optimize the learning rate?","Solution: No, it is recommended to try a logarithmic scale to optimize the learning rate."
121,DL,Medium,Suppose you have a NN with 3 layers and ReLU activations. What will happen if we initialize all the weights with the same value? what if we only had 1 layer (i.e linear/logistic regression?),"Solution: If we initialize all the weights to be the same we would not be able to break the symmetry; i.e, all gradients will be updated the same and the network will not be able to learn. In the 1-layers scenario, however, the cost function is convex (linear/sigmoid) and thus the weights will always converge to the optimal point, regardless of the initial value (convergence may be slower). 7. Explain the idea behind the Adam optimizer. Solution: Adam, or adaptive momentum, combines two ideas to improve convergence: per-parameter updates which give faster convergence, and momentum which helps to avoid getting stuck in saddle point. 8. Compare batch, mini-batch and stochastic gradient descent. Solution: batch refers to estimating the data by taking the entire data, mini-batch by sampling a few datapoints, and SGD refers to update the gradient one datapoint at each epoch. The tradeoff here is between how precise the calculation of the gradient is versus what size of batch we can keep in memory. Moreover, taking mini-batch rather than the entire batch has a regularizing effect by adding random noise at each epoch."
122,DL,Easy,What is data augmentation? Give examples.,"Solution: Data augmentation is a technique to increase the input data by performing manipulations on the original data. For instance in images, one can: rotate the image, reflect (flip) the image, add Gaussian blur."
123,DL,Hard,What is the idea behind GANs?,"Solution: GANs, or generative adversarial networks, consist of two networks (D,G) where D is the “discriminator” network and G is the “generative” network. The goal is to create data — images, for instance, which are undistinguishable from real images. Suppose we want to create an adversarial example of a cat. The network G will generate images. The network D will classify images according to whether they are a cat or not. The cost function of G will be constructed such that it tries to “fool” D — to classify its output always as cat."
124,DL,Hard,What are the advantages of using Batchnorm?,Solution: Batchnorm accelerates the training process. It also (as a byproduct of including some noise) has a regularizing effect.
125,DL,Easy,What is multi-task learning? When should it be used?,"Solution: Multi-tasking is useful when we have a small amount of data for some task, and we would benefit from training a model on a large dataset of another task. Parameters of the models are shared — either in a “hard” way (i.e the same parameters) or a “soft” way (i.e regularization/penalty to the cost function)."
126,DL,Easy,What is end-to-end learning? Give a few of its advantages.,"Solution: End-to-end learning is usually a model which gets the raw data and outputs directly the desired outcome, with no intermediate tasks or feature engineering. It has several advantages, among which: there is no need to handcraft features, and it generally leads to lower bias."
127,DL,Medium,What happens if we use a ReLU activation and then a sigmoid as the final layer?,"Solution: Since ReLU always outputs a non-negative result, the network will constantly predict one class for all the inputs!"
128,DL,Medium,How to solve the exploding gradient problem?,"Solution: A simple solution to the exploding gradient problem is gradient clipping — taking the gradient to be ±M when its absolute value is bigger than M, where M is some large number."
129,DL,Medium,Is it necessary to shuffle the training data when using batch gradient descent?,"Solution: No, because the gradient is calculated at each epoch using the entire training data, so shuffling does not make a difference."
130,DL,Medium,"When using mini batch gradient descent, why is it important to shuffle the data?","Solution: otherwise, suppose we train a NN classifier and have two classes — A and B, and that all samples of one class come before the other class. Not shuffling the data will make the weights converge to a wrong value. 18. Describe some hyperparameters for transfer learning. Solution: How many layers to keep, how many layers to add, how many to freeze."
131,DL,Medium,Is dropout used on the test set?,"Solution: No! only in the train set. Dropout is a regularization technique that is applied in the training process. 20. Explain why dropout in a neural network acts as a regularizer. Solution: There are several (related) explanations to why dropout works. It can be seen as a form of model averaging — at each step we “turn off” a part of the model and average the models we get. It also adds noise, which naturally has a regularizing effect. It also leads to more sparsity of the weights and essentially prevents co-adaptation of neurons in the network. 21. Give examples in which a many-to-one RNN architecture is appropriate. Solution: A few examples are: sentiment analysis, gender recognition from speech, ."
132,DL,Hard,When can’t we use BiLSTM? Explain what assumption has to be made.,"Solution: in any bi-directional model, we assume that we have access to the next elements of the sequence in a given “time”. This is the case for text data (i.e sentiment analysis, translation etc.), but not the case for time-series data. 23. True/false: adding L2 regularization to a RNN can help with the vanishing gradient problem. Solution: false! Adding L2 regularization will shrink the weights towards zero, which can actually make the vanishing gradients worse in some cases."
133,DL,Medium,Suppose the training error/cost is high and that the validation cost/error is almost equal to it. What does it mean? What should be done?,"Solution: this indicates underfitting. One can add more parameters, increase the complexity of the model, or lower the regularization. 25. Describe how L2 regularization can be explained as a sort of a weight decay. Solution: Suppose our cost function is C(w), and that we add a penalization c|w|2 . When using gradient descent, the iterations will look like w = w -grad(C)(w) — 2cw = (1–2c)w — grad(C)(w) In this equation, the weight is multiplied by a factor < 1."
134,ML,Easy,What is supervised learning?,Supervised learning is where you have input data (X) and their corresponding output variables.
135,ML,Easy,What is linear regression?,"Linear Regression is a parametric, discriminative supervised learning algorithm to predict continuous values of a target variable by fitting the best linear relationship between the dependent & independent variable."
136,ML,Medium,What is gradient descent?,Gradient Descent is a first order optimization algorithm used for finding the local minima of an objective function. It starts with initial set of parameter values and iteratively moves towards a set of values that minimize the function by taking steps towards the negative direction of the function gradient.
137,ML,Medium,What is logistic regression?,"Logistic regression is a parametric, discriminative supervised learning algorithm for classification, i.e used where the response variable is categorical by applying a sigmoid function to a linear prediction. The idea of logistic regression is to find a relationship between features and probability of particular outcome."
138,ML,Hard,What is maximum likelihood estimation?,"The principle of maximum likelihood states that we should choose parameters so as to make the data as high probability as possible, i.e we should choose parameters to maximize likelihood function."
139,ML,Easy,What is K-Nearest Neighbors?,It's a non-parametric supervised learning algorithm in which we assign a label to new data based on the labels of training examples which are most near to it. It's a lazy learning technique because it goes through complete training data every time it needs to predict a test sample.
140,ML,Medium,How is KNN different from k-means clustering?,"K-Nearest Neighbors is a supervised classification algorithm, while k-means clustering is an unsupervised clustering algorithm. KNN needs labeled data to classify an unlabeled point, while k-means requires only a set of unlabeled points and a threshold: it learns how to cluster them into groups by computing the mean of the distance between different points. The critical difference is that KNN needs labeled points and is thus supervised learning, while k-means doesn't — and is thus unsupervised learning."
141,ML,Medium,What is Naive Bayes?,"It is a supervised learning algorithm based on bayes theorem. It classifies different instances into predefined classes, assuming there is no interdependency of features."
142,ML,Medium,What is Support Vector Machines?,"Support Vector Machines is a non-parametric, discriminative supervised learning algorithm which identifies optimal separating hyperplane which maximizes the margin between different classes of the training data."
143,ML,Hard,What is Kernel Functions?,"Kernel methods owe their name to the use of kernel functions, which enable them to operate in a high-dimensional feature space without ever computing the coordinates of the data in that space, but rather by simply computing the inner products between the images of all pairs of data in the feature space."
144,ML,Medium,Examples of SVM Kernels?,"Polynomial kernel, Gaussian radial basis function (RBF), Sigmoid kernel."
145,ML,Medium,What is bagging?,"Bagging is an ensemble technique mainly used to reduce the variance of our predictions by combining the results of multiple classifiers modelled on different sub-samples of the same dataset. In Bagging, individual learners are trained in parallel."
146,ML,Medium,What is decision trees?,"Decision trees are non-parametric supervised learning algorithm. Given the training data, a decision tree algorithm divides the feature space into regions. For inference, we first see which region does the test data point fall in and take the mean label value (regression) or the majority label value (classification). Algorithms to build a decision tree: CART (Classification and Regression Trees) uses Gini Index (Classification) as metric; ID3 (Iterative Dichotomiser 3) uses Entropy function and Information gain as metrics."
147,ML,Hard,Finding the variable/feature for best split?,"Gini Index is a measure of variance across all classes of the data and measures the impurity of the data. Entropy is a measure of randomness — more random data means higher entropy (E = -p*log(p); p - probability). Information Gain is the decrease in entropy; the difference between entropy before the split and average entropy after split is used to decide when to split, and the variable which provides maximum entropy gain is chosen."
148,ML,Medium,What is random forest?,"Random forest improves bagging further by adding some randomness. In random forest, only a subset of features are selected at random to construct a tree. The benefit is that random forest decorrelates the trees."
149,ML,Medium,What is boosting?,"Boosting builds on weak learners in an iterative fashion. In each iteration, a new learner is added while all existing learners are kept unchanged. All learners are weighted based on their performance, and after a weak learner is added, the data are re-weighted: examples that are misclassified gain more weights, while examples that are correctly classified lose weights. Thus, future weak learners focus more on examples that previous weak learners misclassified."
150,ML,Medium,Types of Boosting Algorithms?,"AdaBoost (Adaptive Boosting), Gradient Tree Boosting, XGBoost."
151,ML,Medium,What is Confusion Metrics,"Confusion Matrix is an NxN matrix where N is the no. of classes, that summarizes how successful a classification model's predictions are. Accuracy is the fraction of predictions our model got right. Recall or Sensitivity or True Positive Rate is the number of items correctly identified as positive out of total true positives. Precision is the number of items correctly identified as positive out of total items identified as positive. True Negative Rate or Specificity is the number of items correctly identified as negative out of total true negatives. Type 1 Error or False Positive Rate is the number of items wrongly identified as positive out of total true negatives. Type 2 Error or False Negative Rate is the number of items wrongly identified as negative out of total true positives. RMSE represents the sample standard deviation of the differences between predicted values and observed values. MAE is the average of the absolute difference between the predicted values and observed value. R Squared & Adjusted R Squared (goodness of fit measure) explain how well your selected independent variable(s) explain the variability in your dependent variable(s)."
152,ML,Medium,Explain how a ROC curve works?,The ROC curve is a graphical representation of the contrast between true positive rates and the false positive rate at various thresholds. It's often used as a proxy for the trade-off between the sensitivity of the model (true positives) vs the fall-out or the probability it will trigger a false alarm (false positives).
153,ML,Easy,What is unsupervised Learning?,Unsupervised learning is where you only have input data (X) and no corresponding output variables.
154,ML,Easy,What is clustering?,It's a machine learning technique which segregates the various data points into different groups called clusters such that entities in a particular group comparatively have more similar traits than entities in another group.
155,ML,Medium,Top 5 Clustering Algorithms to know?,"K-Means Clustering, Agglomerative Hierarchical Clustering, Mean-Shift Clustering, Density-Based Spatial Clustering of Applications with Noise (DBSCAN), Expectation-Maximization (EM) Clustering using Gaussian Mixture Models (GMM)."
156,ML,Easy,K-means Clustering?,k-means clustering aims to partition n observations into k clusters in which each observation belongs to the cluster with the nearest mean.
157,ML,Medium,K-Means Clustering Algorithm?,"K-Means is fast with a linear complexity O(n), as all we're really doing is computing the distances between points and group centers. However, you have to select how many groups/classes there are. K-means also starts with a random choice of cluster centers and therefore it may yield different clustering results on different runs, so results may not be repeatable and lack consistency."
158,ML,Hard,Determining The Optimal Number Of Clusters: 3 Must Know Methods?,Elbow method (within-cluster sum of square vs number of clusters): we want it to be as small as possible. Average silhouette method (average silhouette of observations vs number of clusters): high average silhouette width indicates a good clustering. Gap statistic method: compares the total intracluster variation for different values of k with their expected values under null reference distribution of the data.
159,ML,Medium,Hierarchical Clustering?,It is a type of connectivity model clustering which is based on the fact that data points that are closer to each other are more similar than the data points lying far away in a data space. The hierarchical clustering forms the hierarchy of the clusters that can be studied by visualising a dendogram.
160,ML,Medium,Dimensionality Reduction Technique?,"Mainly there are two types of dimension reduction technique: Matrix Factorization (PCA) and Neighbour Graphs (UMAP, T-SNE)."
161,ML,Hard,PCA (Principal Component Analysis):,"PCA is a dimension reduction technique that projects the data into a lower dimensional space. PCA uses Singular Value Decomposition (SVD), a matrix factorization method that decomposes a matrix into three smaller matrices. PCA finds top N principal components, which are dimensions along which the data vary the most — the more spread out the data along a specific dimension, the more information is contained, thus the more important this dimension is for pattern recognition. PCA can be used as a pre-step for data visualization: reducing high dimensional data into 2D or 3D."
162,ML,Hard,T-SNE (t-distributed stochastic neighbor embedding)?,"It is a nonlinear dimensionality reduction technique well-suited for embedding high-dimensional data for visualization in a low-dimensional space of two or three dimensions. First, t-SNE constructs a probability distribution over pairs of high-dimensional objects such that similar objects have a high probability of being picked, whilst dissimilar points have an extremely small probability. Second, t-SNE defines a similar probability distribution over the points in the low-dimensional map, and it minimizes the Kullback-Leibler divergence between the two distributions with respect to the locations of the points in the map."
163,ML,Hard,UMAP (Uniform Manifold Approximation and Projection)?,"UMAP is a novel manifold learning technique for dimension reduction. The UMAP algorithm is competitive with t-SNE for visualization quality, and arguably preserves more of the global structure with superior run time performance. UMAP's topological foundations allow it to scale to significantly larger dataset sizes than are feasible for t-SNE."
164,ML,Medium,Cross Entropy or Log Loss?,Cross-entropy is commonly used to quantify the difference between two probability distributions. Cross-entropy loss measures how close the predicted distribution is to the true distribution.
165,ML,Medium,Why the Negative Sign in log loss?,"Log Loss uses negative log to provide an easy metric for comparison. It takes this approach because the positive log of numbers < 1 returns negative values, which is confusing to work with when comparing the performance of two models."
166,ML,Hard,Explain Bias-Variance Tradeoff.,Bias is the simplifying assumptions made by the model to make the target function easier to approximate. Variance is the amount that the estimate of the target function will change given different training data. The bias-variance trade-off is the conflict in trying to simultaneously minimize these two sources of error that prevent supervised learning algorithms from generalizing beyond their training set.
167,ML,Hard,What are Gaussian/Normal and Bernoulli Distributions?,"Gaussian/Normal: x ~ N(µ, σ²) means x is drawn from a Gaussian distribution with mean µ and variance σ². The probability of getting a value within 1 standard deviation is about 68%, 2 standard deviations is about 95%, and 3 standard deviations is about 99%. Bernoulli: A Bernoulli random variable takes on value 1 with probability p and value 0 with probability 1−p. Its expectation is p, and its variance is p(1 − p). Bernoulli variables are typically used to model binary random variables."
168,ML,Hard,Central Limit Theorem in brief.,The Central Limit Theorem states that the sampling distribution of the sample means approaches a normal distribution as the sample size gets larger — no matter what the shape of the population distribution. This fact holds especially true for sample sizes over 30.
169,ML,Medium,What is Confidence Intervals?,A confidence interval is how much uncertainty there is with any particular statistic. Confidence intervals are often used with a margin of error. It tells you how confident you can be that the results from a poll or survey reflect what you would expect to find if it were possible to survey the entire population.
170,ML,Medium,What is Hypothesis Testing?,"Hypothesis testing in statistics is a way for you to test the results of a survey or experiment to see if you have meaningful results. Steps: Figure out your null hypothesis, state your null hypothesis, choose what kind of test you need to perform, either support or reject the null hypothesis."
171,ML,Medium,what is Significance Level?,"The significance level α is the probability of making the wrong decision when the null hypothesis is true. Alpha levels are used in hypothesis tests. Usually, these tests are run with an alpha level of .05 (5%), but other levels commonly used are .01 and .10."
172,ML,Medium,What is A/B testing?,"A statistical way of comparing two (or more) techniques, typically an incumbent against a new rival. A/B testing aims to determine not only which technique performs better but also to understand whether the difference is statistically significant."
173,ML,Hard,What are different Statistical Hypothesis Tests.,Normality Tests — Shapiro-Wilk Test: Tests whether a data sample has a Gaussian distribution. Correlation Tests — Pearson's Correlation Coefficient: Tests whether two samples have a monotonic relationship. Spearman's Rank Correlation: Tests whether two samples have a monotonic relationship. Chi-Squared Test: Tests whether two categorical variables are related or independent. Parametric Statistical Hypothesis Tests — Student's t-test: Tests whether the means of two independent samples are significantly different. Paired Student's t-test: Tests whether the means of two paired samples are significantly different. ANOVA: Tests whether the means of two or more independent samples are significantly different. Repeated Measures ANOVA Test: Tests whether the means of two or more paired samples are significantly different.
174,ML,Medium,What is cross validation?,"Cross Validation is a technique to evaluate predictive models by partitioning the original sample into a training set to train the model, and a validation set to evaluate it. K fold CV divides the data into k folds, trains on each k-1 folds and evaluates it on remaining 1 fold. The result of k models can be averaged to get an overall model performance. Time-Series Cross Validation: Experimenters need to train on a set of data that is older than the test data."
175,ML,Easy,What is overfitting?,Overfitting or High Variance is a modeling error which is caused by a hypothesis function that fits the training data too close but does not generalise well to predict new data.
176,ML,Easy,What is regularization?,Regularization is a technique to prevent overfitting by penalizing the coefficients of the cost function.
177,ML,Medium,How to interpret the AU ROC score?,"An excellent model has AUC near to 1 which means it has good measure of separability. A poor model has AUC near to 0. When AUC score is 0.5, it means model has no class separation capacity whatsoever."
178,ML,Hard,What is the PR (precision-recall) curve?,A precision-recall curve (or PR Curve) is a plot of the precision (y-axis) and the recall (x-axis) for different probability thresholds. PR curves are recommended for highly skewed domains where ROC curves may provide an excessively optimistic view of the performance.
179,ML,Hard,What is the area under the PR curve? Is it a useful metric?,"The Precision-Recall AUC summarizes the curve with a range of threshold values as a single score. A high area under the curve represents both high recall and high precision. AU ROC looks at true positive rate (TPR) and false positive rate (FPR) while AU PR looks at positive predictive value (PPV) and true positive rate (TPR). If true negatives are not meaningful to the problem or you care more about the positive class, AU PR is typically more useful. If you care equally about the positive and negative class or your dataset is quite balanced, AU ROC is a good idea."
180,ML,Hard,How do we interpret weights in linear models?,"Without normalizing weights or variables, if you increase the corresponding predictor by one unit, the coefficient represents on average how much the output changes. This interpretation also works for logistic regression — the weight represents the change in the log of the odds. If the variables are normalized, we can interpret weights like the importance of that variable in the predicted result."
181,ML,Hard,If a weight for one variable is higher than for another — can we say that this variable is more important?,"Yes — if your predictor variables are normalized. Without normalization, the weight represents the change in the output per unit change in the predictor, so a small weight does not necessarily mean the variable is less important."
182,ML,Medium,What are the main parameters of the random forest model?,"max_depth: Longest path between root node and the leaf. min_sample_split: The minimum number of observations needed to split a given node. max_leaf_nodes: Conditions the splitting of the tree and hence, limits the growth of the trees. min_samples_leaf: Minimum number of samples in the leaf node. n_estimators: Number of trees. max_sample: Fraction of original dataset given to any individual tree in the given model. max_features: Limits the maximum number of features provided to trees in random forest model."
183,ML,Hard,How do we select the depth of the trees in random forest?,"There is no hard thumb rule, but literature suggests: Limit the maximum depth of a tree, limit the number of test nodes, limit the minimum number of objects at a node required to split, do not split a node when at least one of the resulting subsample sizes is below a given threshold, stop developing a node if it does not sufficiently improve the fit."
184,ML,Medium,How do we know how many trees we need in random forest?,"There is no fixed thumb rule to decide the number of trees. It is fine tuned with the data, typically starting off by taking the square of the number of features (n) present in the data followed by tuning until we get the optimal results."
185,ML,Hard,What happens when we have correlated features in our data?,"In random forest, the information contained in correlated features is twice as much likely to be picked than any other information. Adding correlated features means they linearly contain the same information and thus it will reduce the robustness of your model. Each time you train your model, your model might pick one feature or the other to do the same job."
186,ML,Hard,What is collaborative filtering?,"Collaborative filtering is the most prominent approach to generate recommendations. It uses the wisdom of the crowd, i.e. it gives recommendations based on the experience of others. A recommendation is calculated as the average of other experiences. Collaborative filtering only needs a rating matrix as input and improves over time. However, it does not work well on sparse data, does not work for cold starts, and usually tends to overfit."
187,ML,Hard,"How we can incorporate implicit feedback (clicks, etc) into our recommender systems?","Implicit feedback datasets lack negative examples. One popular approach is weighted alternating least squares (wALS). Instead of modeling the rating matrix directly, the numbers describe the strength in observations of user actions. The model tries to find latent factors that can be used to predict the expected preference of a user for an item."
188,ML,Medium,What is the cold start problem?,"There are two cold start scenarios: First, if there is a new item that has not been rated yet, we cannot give any recommendation. Also, when there is a new user, we cannot calculate a similarity to any other user."
189,ML,Hard,Possible approaches to solving the cold start problem?,"Content-based filtering incorporates features about items to calculate a similarity between them. . In this way, we can recommend items that have a high similarity to items that a user liked already. In this way, we are not dependent on the ratings of other users for a given item anymore and solve the cold start problem for new items. Demographic filtering incorporates user profiles to calculate a similarity between them and solves the cold start problem for new users."
190,ML,Medium,Why do you use feature selection?,"Feature selection is the process of selecting a subset of relevant features for use in model construction. Feature selection methods help by choosing features that will give you as good or better accuracy whilst requiring less data. They help identify and remove unneeded, irrelevant and redundant attributes from data. Fewer attributes reduces the complexity of the model, and a simpler model is simpler to understand and explain."
191,ML,Hard,What is a neural network?,"Neural networks are typically organized in layers. Layers are made up of a number of interconnected nodes which contain an activation function. Patterns are presented to the network via the input layer, which communicates to one or more hidden layers where the actual processing is done via a system of weighted connections. The hidden layers then link to an output layer where the answer is output. Backpropagation performs a gradient descent within the solution's vector space towards a global minimum along the steepest vector of the error surface."
192,ML,Medium,How do you deal with sparse data?,"We could take a look at L1 regularization since it best fits the sparse data and does feature selection. If linear relationship - linear regression either - svm. Also it would be nice to use one-hot-encoding or bag-of-words. A one hot encoding is a representation of categorical variables as binary vectors.This first requires that the categorical values be mapped to integer values.Then, each integer value is represented as a binary vector that is all zero values except the index of the integer, which is marked with a 1."
193,ML,Hard,What is Pseudo Labeling?,"Pseudo-labeling is a technique that allows you to use predicted (with confidence) test data in your training process. This effectively works by allowing your model to look at more samples, possibly varying in distributions."
194,ML,Hard,What is Knowledge Distillation?,"It is the process by which a considerably larger model is able to transfer its knowledge to a smaller one. Applications include NLP and object detection, allowing for less powerful hardware to make good inferences without significant loss of accuracy."
195,ML,Hard,What is the advantage of performing dimensionality reduction before fitting an SVM?,Support Vector Machine Learning Algorithm performs better in the reduced space. It is beneficial to perform dimensionality reduction before fitting an SVM if the number of features is large when compared to the number of observations.
196,ML,Medium,How will you assess the statistical significance of an insight?,Statistical importance of an insight can be accessed using Hypothesis Testing.
197,ML,Hard,What is Bayes' Theorem? How is it useful in a machine learning context?,Bayes' Theorem gives you the posterior probability of an event given what is known as prior knowledge. It is expressed as the true positive rate of a condition sample divided by the sum of the false positive rate of the population and the true positive rate of a condition. Bayes' Theorem is the basis behind a branch of machine learning that most notably includes the Naive Bayes classifier.
198,ML,Medium,What's the difference between Type I and Type II error?,"Type I error is a false positive, while Type II error is a false negative. Type I error means claiming something has happened when it hasn't, while Type II error means that you claim nothing is happening when in fact something is."
199,ML,Hard,What's a Fourier transform?,"A Fourier transform is a generic method to decompose generic functions into a superposition of symmetric functions. The Fourier transform finds the set of cycle speeds, amplitudes and phases to match any time signal. A Fourier transform converts a signal from time to frequency domain — it's a very common way to extract features from audio signals or other time series such as sensor data."
200,ML,Medium,"What is deep learning, and how does it contrast with other machine learning algorithms?","Deep learning is a subset of machine learning that is concerned with neural networks: how to use backpropagation and certain principles from neuroscience to more accurately model large sets of unlabelled or semi-structured data. In that sense, deep learning represents an unsupervised learning algorithm that learns representations of data through the use of neural nets."
201,ML,Hard,What's the difference between a generative and discriminative model?,A generative model will learn categories of data while a discriminative model will simply learn the distinction between different categories of data. Discriminative models will generally outperform generative models on classification tasks.
202,ML,Hard,What cross-validation technique would you use on a time series dataset?,"Instead of using standard k-folds cross-validation, you have to pay attention to the fact that a time series is inherently ordered by chronological order. You'll want to do something like forward chaining where you'll model on past data then look at forward-facing data: fold 1: training [1], test [2]; fold 2: training [1 2], test [3]; fold 3: training [1 2 3], test [4]; fold 4: training [1 2 3 4], test [5]; fold 5: training [1 2 3 4 5], test [6]."
203,ML,Hard,How is a decision tree pruned?,"Pruning is what happens in decision trees when branches that have weak predictive power are removed in order to reduce the complexity of the model and increase the predictive accuracy. Pruning can happen bottom-up and top-down, with approaches such as reduced error pruning and cost complexity pruning."
204,ML,Medium,"Which is more important to you — model accuracy, or model performance?","Model accuracy is only a subset of model performance, and at that, a sometimes misleading one. For example, if you wanted to detect fraud in a massive dataset, a more accurate model would most likely predict no fraud at all if only a vast minority of cases were fraud — which would be useless for a predictive model."
205,ML,Medium,What's the F1 score? How would you use it?,"The F1 score is a measure of a model's performance. It is a weighted average of the precision and recall of a model, with results tending to 1 being the best, and those tending to 0 being the worst. You would use it in classification tests where true negatives don't matter much."
206,ML,Medium,How would you handle an imbalanced dataset?,1. Collect more data to even the imbalances in the dataset. 2. Resample the dataset to correct for imbalances. 3. Try a different algorithm altogether on your dataset.
207,ML,Medium,When should you use classification over regression?,"Classification produces discrete values and datasets to strict categories, while regression gives you continuous results. Use classification when you want your results to reflect the belongingness of data points to certain explicit categories."
